6.76,"['Increased base  intelligence from 21 to 27.', 'Reduced base attack damage from 22-36 to 16-30 (total attack damage is still 43-57 due to the increased intelligence).', ' Curse of the Silent\nIncreased damage per second from 20/30/40/50 to 20/35/50/65.\nIncreased mana drain per second from 10/15/20/25 to 8/16/24/32.\nRescaled duration from 5/6/7/8 to 6 on each level.', 'Increased damage per second from 20/30/40/50 to 20/35/50/65.', 'Increased mana drain per second from 10/15/20/25 to 8/16/24/32.', 'Rescaled duration from 5/6/7/8 to 6 on each level.', ' Glaives of Wisdom\nNow steals 2 intelligence from an enemy hero when it dies within 900 radius around Silencer, or when Silencer kills a hero, regardless of distance.', 'Now steals 2 intelligence from an enemy hero when it dies within 900 radius around Silencer, or when Silencer kills a hero, regardless of distance.', 'Reworked  Last Word']"
6.75,"['Increased  strength gain from 1.7 to 2.2.', ' Last Word now always steals 2 intelligence if an enemy hero dies in its radius, instead of 1, but 2 when Silencer makes last hit.', 'Increased  Global Silence duration from 3/4/5 to 3/4.5/6.']"
6.73,"['Increased  Glaives of Wisdom intelligence as damage from 30%/40%/50%/60% to 30%/45%/60%/75%.', ' Last Word\nIs no longer disabled while Silencer is silenced or stunned.\nNo longer triggers on any item ability.', 'Is no longer disabled while Silencer is silenced or stunned.', 'No longer triggers on any item ability.']"
6.72,"['Reduced movement speed from 300 to 290.', 'Reduced  Curse of the Silent cast range from 900 to 800.', 'Reduced  Glaives of Wisdom cooldown from 2/0/0/0 to 0 on each level.', "" Last Word\nIs now also disabled when Silencer is stunned (previously it was only disabled when he was silenced).\nNow steals 2 intelligence if Silencer gets the last hit on the enemy hero within the aura's radius.\nNo longer triggers on active attack modifiers.\nReduced radius from 900 to 750."", 'Is now also disabled when Silencer is stunned (previously it was only disabled when he was silenced).', ""Now steals 2 intelligence if Silencer gets the last hit on the enemy hero within the aura's radius."", 'No longer triggers on active attack modifiers.', 'Reduced radius from 900 to 750.']"
6.70,"['Increased  Curse of the Silent cooldown from 14 on each level to 20/18/16/14.', ' Glaives of Wisdom\nIncreased intelligence as damage from 15%/30%/45%/60% to 30%/40%/50%/60%.\nReduced cooldown from 3/2/1/0 to 2/0/0/0.', 'Increased intelligence as damage from 15%/30%/45%/60% to 30%/40%/50%/60%.', 'Reduced cooldown from 3/2/1/0 to 2/0/0/0.']"
6.67,"[' Curse of the Silent now displays a debuff in the status bar, visible to everyone.', ' Global Silence now mutes all sounds for its duration.']"
6.65,['Rescaled base attack damage from 18-40 to 22-36 (total attack damage is now 43-57).']
6.63,"['Increased cast range from 650 to 900.', 'Reduced damage per second from 50 on each level to 20/30/40/50.', 'Reduced mana loss per second from 25 on each level to 10/15/20/25.', 'Increased duration from 2/4/6/8 to 5/6/7/8.', 'Reduced mana cost from 105/115/125/135 to 75/95/115/135.', 'Reduced cooldown from 20 to 14.', ' Curse of the Silent\nIncreased cast range from 650 to 900.\nReduced damage per second from 50 on each level to 20/30/40/50.\nReduced mana loss per second from 25 on each level to 10/15/20/25.\nIncreased duration from 2/4/6/8 to 5/6/7/8.\nReduced mana cost from 105/115/125/135 to 75/95/115/135.\nReduced cooldown from 20 to 14.']"
6.61,"['Increased damage per second from 10/20/30/40 to 50 on each level.', 'Increased mana loss per second from 5/10/15/20 to 25 on each level.', 'Reduced duration from 10 on each level to 2/4/6/8.', ' Curse of the Silent\nIncreased damage per second from 10/20/30/40 to 50 on each level.\nIncreased mana loss per second from 5/10/15/20 to 25 on each level.\nReduced duration from 10 on each level to 2/4/6/8.', ' Glaives of Wisdom no longer causes Silencer to steal 1 intelligence whenever he kills an enemy hero.', "" Last Word\nNow causes Silencer to steal 1 intelligence from any enemy hero which dies within the aura's radius.\nIncreased radius from 700 to 900."", ""Now causes Silencer to steal 1 intelligence from any enemy hero which dies within the aura's radius."", 'Increased radius from 700 to 900.']"
6.60,"['Now triggers right upon reaching the cast point, instead of when the backswing finishes[?]', 'Now displays intelligence stolen as numbers above Silencer and the dying enemy hero.', 'Fixed some bugs with Last Word while Silencer is dead.', 'No longer triggers on  Rot', 'Reduced silence duration 1/2/3/4 to 0.75/1.5/2.25/3.', ' Last Word\nNow triggers right upon reaching the cast point, instead of when the backswing finishes[?]\nNow displays intelligence stolen as numbers above Silencer and the dying enemy hero.\nFixed some bugs with Last Word while Silencer is dead.\nNo longer triggers on  Rot\nReduced silence duration 1/2/3/4 to 0.75/1.5/2.25/3.']"
6.59,"['Increased radius from 300 to 350.', 'Reduced cooldown from 25 to 20.', ' Curse of the Silent\nIncreased radius from 300 to 350.\nReduced cooldown from 25 to 20.']"
6.58,"[' Curse of the Silent is now a ground targeted spell with a 250 radius, instead of single target.']"
6.57,[' Last Word no longer triggers on  Phase Boots.']
6.51,"[' Last Word no longer triggers on  Pulse Nova,  Quas,  Wex and  Exort.']"
6.50,"[""Fixed triggering on  Linken's Sphere when it blocks a spell."", 'Fixed Last Word causing Electric Rave to get toggled off when getting triggered.', "" Last Word\nFixed triggering on  Linken's Sphere when it blocks a spell.\nFixed Last Word causing Electric Rave to get toggled off when getting triggered.""]"
6.44,"['Enemy heroes affected by  Curse of the Silent can now be denied when their health drops below 25%.', 'Fixed  Last Word stealing intelligence from allies upon denying them.']"
6.35,['Fixed night vision being 1400 instead of the standard 800.']
6.34,['Reduced movement speed from 300 to 290.']
6.33b,['Fixed  Glaives of Wisdom doing extra damage when combined with  Manta Style or in Same Hero mode.']
6.33,[' Last Word is now disabled while Silencer is silenced.']
6.31,['Rescaled  Last Word radius from 500/600/700/800 to 700 on each level.']
6.30,[' Last Word no longer triggers on  Blink Dagger and  Black King Bar.']
6.27b,"['Increased mana cost from 150/200/250 to 250/350/450.', 'Increased cooldown from 120 to 160.', ' Global Silence\nIncreased mana cost from 150/200/250 to 250/350/450.\nIncreased cooldown from 120 to 160.']"
6.25,['Fixed a bug with  Glaives of Wisdom which caused it to deal extra damage sometimes.']
6.19b,['Reduced  Glaives of Wisdom mana cost from 30 to 15.']
6.19,"['now silences upon finishing a spell cast, instead of upon reaching cast point. [?]', 'Increased radius from 350/450/550/650 to 500/600/700/800.', 'Increased silence duration from 0.75/1.5/2.25/3 to 1/2/3/4.', ' Last Word\nnow silences upon finishing a spell cast, instead of upon reaching cast point. [?]\nIncreased radius from 350/450/550/650 to 500/600/700/800.\nIncreased silence duration from 0.75/1.5/2.25/3 to 1/2/3/4.']"
6.17,"['Fixed  Clarity dispelling  Curse of the Silent.', ' Glaives of Wisdom\nFixed not working for multiple Silencers in a match.\nReduced intelligence as damage from 20%/40%/60%/80% to 15%/30%/45%/60%.', 'Fixed not working for multiple Silencers in a match.', 'Reduced intelligence as damage from 20%/40%/60%/80% to 15%/30%/45%/60%.', ' Global Silence\nFixed Global Silence disabling Silencer during the cast time.\nReduced silence duration from 4/5/6 to 3/4/5.', 'Fixed Global Silence disabling Silencer during the cast time.', 'Reduced silence duration from 4/5/6 to 3/4/5.']"
6.16,"['Increased attack projectile speed from 700 to 1000.', 'Reduced  Curse of the Silent mana loss per second from 10/20/30/40 to 5/10/15/20.', ' Glaives of Wisdom\nReduced intelligence as damage from 30%/60%/90%/120% to 20%/40%/60%/80%.\nReduced mana cost from 50 to 30.\nReduced cooldown from 4/3/2/1 to 3/2/1/0.', 'Reduced intelligence as damage from 30%/60%/90%/120% to 20%/40%/60%/80%.', 'Reduced mana cost from 50 to 30.', 'Reduced cooldown from 4/3/2/1 to 3/2/1/0.', ' Last Word\nReduced radius from 500/550/600/650 to 350/450/550/650.\nReduced silence duration from 1/2/3/4 to 0.75/1.5/2.25/3.', 'Reduced radius from 500/550/600/650 to 350/450/550/650.', 'Reduced silence duration from 1/2/3/4 to 0.75/1.5/2.25/3.']"
6.15,"['Reworked Silencer (To view the old Silencer, see here)', 'Rescaled base  strength and gain from 16 + 2.1 to 17 + 1.7.', 'Increased base  agility and gain from 14 + 1.4 to 16 + 2.1.', 'Reduced base  intelligence and gain from 23 + 2.7 to 21 + 2.5.', 'Increased attack range from 450 to 600.', 'Increased movement speed from 280 to 300.', 'Replaced Star Storm with  Curse of the Silent']"
